wkt_wgs84,x_wgs84,y_wgs84,country,province,district,municipality,postcode,object_type,object_type_name,veracity_score,accessibility,state,otar_id,name,description,wikidata,wikidata_url,wikipedia,wikipedia_url,published
POINT (16.248752564 50.848254894),16.248752564,50.848254894,Polska,dolnośląskie,wałbrzyski,Stare Bogaczowice,58-160,K01.30.10,Zamki,good,full,fair,K01.30.10.WZZSST,Zamek Cisy,"Zamek Cisy wzniesiono w XIII–XIV w. jako górską warownię rycerską. Założenie obejmowało zamek górny z zabudową mieszkalną, mury obronne, wieżę oraz przedzamcze, a jego układ dostosowano do skalistego wzniesienia. W kolejnych stuleciach zamek tracił znaczenie i popadł w ruinę. Obecnie zachowały się fragmenty murów, wieży i zabudowy, tworzące zabezpieczoną ruinę dostępną turystycznie.",Q1011358,https://www.wikidata.org/wiki/Q1011358,pl:Zamek Cisy,https://pl.wikipedia.org/wiki/Zamek_Cisy,2026-08-14
POINT (19.601690364 49.746091467),19.601690364,49.746091467,Polska,małopolskie,suski,Sucha Beskidzka,34-200,K01.30.10,Zamki,good,full,excellent,K01.30.10.X18DHM,Zamek w Suchej Beskidzkiej,"Zamek w Suchej Beskidzkiej, ze względu na swoją wyjątkową architekturę powszechnie nazywany „Małym Wawelem”, to jeden z najpiękniejszych i najlepiej zachowanych renesansowych obiektów rezydencjonalnych w Polsce. Usytuowany u stóp góry Jasień, stanowi serce kulturalne i historyczne całego regionu. Początki budowli sięgają połowy XVI wieku, kiedy to Kasper Castiglione (krakowski złotnik włoskiego pochodzenia, który przyjął nazwisko Suski) wzniósł w tym miejscu niewielki, kamienny dwór obronny.",Q9386745,https://www.wikidata.org/wiki/Q9386745,pl:Zamek w Suchej Beskidzkiej,https://pl.wikipedia.org/wiki/Zamek_w_Suchej_Beskidzkiej,2026-08-14
POINT (17.451385973 51.82427593),17.451385973,51.82427593,Polska,wielkopolskie,krotoszyński,Koźmin Wielkopolski,63-720,K01.30.10,Zamki,good,full,excellent,K01.30.10.XG3QB7,Zamek w Koźminie Wielkopolskim,"Zamek w Koźminie Wielkopolskim to jedna z najlepiej zachowanych rezydencji możnowładczych w regionie, łącząca gotyckie początki z renesansową formą pałacową. Murowaną warownię obronną wzniesiono w pierwszej połowie XIV wieku z inicjatywy Maćka Borkowica, ówczesnego starosty wielkopolskiego. Pierwotne założenie miało charakter gotyckiego zamku nizinnego na planie czworoboku, otoczonego fosą i zasilanego wodami rzeki Orli, z charakterystyczną wieżą obronną w narożniku.",Q33001613,https://www.wikidata.org/wiki/Q33001613,pl:Zamek w Koźminie Wielkopolskim,https://pl.wikipedia.org/wiki/Zamek_w_Ko%C5%BAminie_Wielkopolskim,2026-08-14
POINT (19.203509864 52.05899621),19.203509864,52.05899621,Polska,łódzkie,łęczycki,Łęczyca,99-100,K01.30.10,Zamki,good,full,excellent,K01.30.10.XR55GB,Zamek w Łęczycy,"Wzniesiony w XIV w. z inicjatywy Kazimierza Wielkiego. Ceglana warownia na planie nieregularnego czworoboku miała ok. 2600 m² powierzchni, 10-metrowe mury, ośmioboczną Wieżę Szlachecką, wieżę bramną i zabudowę mieszkalną. W XVI w. została rozbudowana o tzw. Dom Nowy. Obecnie zamek jest częściowo zrekonstruowany, mieści Muzeum w Łęczycy i jest udostępniony zwiedzającym.",Q4258675,https://www.wikidata.org/wiki/Q4258675,pl:Zamek Królewski w Łęczycy,https://pl.wikipedia.org/wiki/Zamek_Kr%C3%B3lewski_w_%C5%81%C4%99czycy,2026-08-14
POINT (22.503449502 52.682307879),22.503449502,52.682307879,Polska,podlaskie,wysokomazowiecki,Ciechanowiec,18-230,K01.30.10,Zamki,fair,full,poor,K01.30.10.XRLGHP,Zamek w Ciechanowcu,"Zamek w Ciechanowcu wzniesiono w połowie XVI w. z inicjatywy Piotra Kiszki jako murowaną rezydencję obronną nad Nurcem. W latach 1617–1642 założenie wzmocniono rozbudowanymi murami obronnymi. Po zniszczeniach potopu częściowo odbudowano je jako rezydencję Ossolińskich. W 1915 r. zabudowania zostały zniszczone przez wojska rosyjskie. Obecnie zachowały się jedynie fundamenty, fragmenty murów i fosa.",n/a,n/a,pl:Zamek w Ciechanowcu,https://pl.wikipedia.org/wiki/Zamek_w_Ciechanowcu,2026-08-14
POINT (16.455058953 50.506139298),16.455058953,50.506139298,Polska,dolnośląskie,kłodzki,Radków,57-411,K01.30.10,Zamki,good,limited,bad,K01.30.10.XTCGYT,Zamek w Ratnie Dolnym,"Ruiny zamku w Ratnie Dolnym to malownicze, choć zaniedbane pozostałości renesansowej budowli z XVI wieku, wzniesionej na wcześniejszych założeniach obronnych. Charakterystyczna sylwetka z wieżą góruje nad okolicą, przypominając o dawnej świetności. Niestety, po pożarze w 1998 roku obiekt popadł w ruinę.",Q2242703,https://www.wikidata.org/wiki/Q2242703,pl:Zamek w Ratnie Dolnym,https://pl.wikipedia.org/wiki/Zamek_w_Ratnie_Dolnym,2026-08-14
POINT (18.489465791 53.718690446),18.489465791,53.718690446,Polska,pomorskie,starogardzki,Osiek,83-221,K01.30.10,Zamki,good,full,poor,K01.30.10.XTTCKR,Zamek w Osieku,"Ruiny krzyżackiego zamku z początku XV wieku nad jeziorem Kałębie. Wojna trzydziestoletnia była okresem kiedy przechodził z rąk do rąk. Po wojnie, po 1466 roku, stał się w rękach polskich siedzibą starostów. Przebudowany przez A. Walewskiego, podkomorzego sochaczewskiego na pałac w stylu renesansowym. W czasie potopu szwedzkiego zniszczony przez najeźdźcę. Pod zaborem pruskim w XVIII wieku rozebrany przez władze. Do dziś istnieją jeszcze tylko fragmenty murów oraz zarys fos.",n/a,n/a,n/a,n/a,2026-08-14
POINT (19.128842615 50.327131047),19.128842615,50.327131047,Polska,śląskie,będziński,Będzin,42-500,K01.30.10,Zamki,good,full,excellent,K01.30.10.XYMCHS,Zamek Królewski w Będzinie,"Zamek Królewski w Będzinie to jedna z najbardziej wyrazistych i najlepiej zachowanych średniowiecznych warowni w Polsce, będąca kluczowym elementem słynnego systemu obronnego Orlich Gniazd. Wzniesiony na wysokim, kamienistym wzgórzu nad rzeką Czarną Przemszą, przez stulecia strzegł zachodniej granicy Królestwa Polskiego od strony Śląska.",Q2193788,https://www.wikidata.org/wiki/Q2193788,pl:Zamek w Będzinie,https://pl.wikipedia.org/wiki/Zamek_w_B%C4%99dzinie,2026-08-14
POINT (20.890341802 49.353883397),20.890341802,49.353883397,Polska,małopolskie,nowosądecki,Muszyna,33-370,K01.30.10,Zamki,good,full,fair,K01.30.10.Y33V7P,Zamek w Muszynie,"Zamek w Muszynie powstał prawdopodobnie w XV w. jako warownia biskupów krakowskich, strzegąca granicy z Węgrami i szlaku handlowego wzdłuż Popradu. Założenie obejmowało czworoboczną wieżę, prostokątny dziedziniec ze studnią, budynek mieszkalny i podwójny mur obronny. W XVIII w. zamek opuszczono. W latach 2020–2023 ruiny częściowo zrekonstruowano; odbudowana wieża ma 14 m i jest udostępniona turystycznie.",Q9386685,https://www.wikidata.org/wiki/Q9386685,pl:Zamek w Muszynie,https://pl.wikipedia.org/wiki/Zamek_w_Muszynie,2026-08-14
POINT (19.145665712 50.285414232),19.145665712,50.285414232,Polska,śląskie,Sosnowiec,Sosnowiec,41-200,K01.30.10,Zamki,good,full,excellent,K01.30.10.Y3CVUL,Zamek Sielecki w Sosnowcu,"Malowniczo usytuowany w zakolu rzeki Czarnej Przemszy, pośród zabytkowego parku, Zamek Sielecki w Sosnowcu to najstarszy i cenny obiekt zabytkowy na terenie miasta. Ta dawna, renesansowa fortalicja na przestrzeni wieków przeszła spektakularną ewolucję  od surowej warowni obronnej po elegancką rezydencję pałacową. Początki budowli sięgają schyłku średniowiecza.",Q7510836,https://www.wikidata.org/wiki/Q7510836,pl:Zamek Sielecki,https://pl.wikipedia.org/wiki/Zamek_Sielecki,2026-08-14
POINT (14.971297449 53.820840595),14.971297449,53.820840595,Polska,zachodniopomorskie,kamieński,Golczewo,72-410,K01.30.10,Zamki,good,full,fair,K01.30.10.YAYZAB,Wieża Zamkowa w Golczewie,"Wieżę Zamkową w Golczewie wzniesiono w XIV w. jako element zamku biskupów kamieńskich. Jest to masywna, ceglana wieża obronna na planie czworoboku, w wyższej partii przechodząca w ośmiobok. Stanowi najlepiej zachowany fragment dawnego założenia zamkowego, które z czasem uległo rozbiórce. Obecnie wieża jest zabezpieczona, udostępniona turystycznie i pełni funkcję punktu widokowego.",Q9373797,https://www.wikidata.org/wiki/Q9373797,pl:Wieża Zamkowa w Golczewie,https://pl.wikipedia.org/wiki/Wie%C5%BCa_Zamkowa_w_Golczewie,2026-08-14
POINT (20.771730698155118 49.86942962039156),20.771730698155118,49.86942962039156,Polska,małopolskie,tarnowski,Zakliczyn,32-840,K01.30.10,Zamki,good,full,fair,K01.30.10.YCQ4J7,Zamek w Melsztynie,"Zamek w Melsztynie wzniesiono od 1347 r. jako gotycką warownię na wzgórzu nad Dunajcem. W XIV–XV w. rozbudowano go m.in. o potężny donżon, a około 1546 r. przekształcono w stylu renesansowym. Po zniszczeniu w 1770 r. pozostawał ruiną. Obecnie zachowane są relikty murów i zabudowy, a odbudowana wieża z przyporą osiąga 28 m wysokości; teren zabezpieczono i udostępniono turystycznie.",Q6421946,https://www.wikidata.org/wiki/Q6421946,pl:Zamek w Melsztynie,https://pl.wikipedia.org/wiki/Zamek_w_Melsztynie,2026-08-14
POINT (21.894074743 51.324401034),21.894074743,51.324401034,Polska,lubelskie,puławski,Janowiec,24-123,K01.30.10,Zamki,fair,full,fair,K01.30.10.YCQ9RP,Zamek w Janowcu,"Zamek w Janowcu wzniesiono w XVI w. jako renesansową rezydencję obronną rodu Firlejów. Założenie obejmowało wieloskrzydłową zabudowę skupioną wokół dziedzińca, mury obronne, baszty i bramę, a w kolejnych stuleciach było rozbudowywane w stylu manierystycznym i barokowym. Po stopniowym upadku w XIX–XX w. zamek zabezpieczono. Obecnie zachował się jako malownicza ruina i oddział Muzeum Nadwiślańskiego.",Q9386646,https://www.wikidata.org/wiki/Q9386646,pl:Zamek w Janowcu,https://pl.wikipedia.org/wiki/Zamek_w_Janowcu,2026-08-14
POINT (17.927061 50.093357),17.927061,50.093357,Polska,opolskie,głubczycki,Kietrz,48-133,K01.30.10,Zamki,good,partial,fair,K01.30.10.YKUPMC,Zamek w Nowej Cerekwi,"Zamek w Nowej Cerekwi to malownicza ruina rezydencji magnackiej, usytuowana na niewielkim wzniesieniu nad rzeką Troją. Choć miejscowość lokowano już w XIII wieku, obecny zamek murowany powstał prawdopodobnie w latach 80. XVI wieku jako renesansowa rezydencja obronna, otoczona fosą. Do dziś zachowały się głównie mury magistralne skrzydeł południowego i wschodniego oraz spękana, odspojona od korpusu wieża zachodnia.",n/a,n/a,n/a,n/a,2026-08-14
POINT (17.747235595 50.679621758),17.747235595,50.679621758,Polska,opolskie,opolski,Dąbrowa,49-120,K01.30.10,Zamki,good,partial,good,K01.30.10.YL4QFY,Zamek w Dąbrowie,"Zamek w Dąbrównie wzniesiono na początku XIV w. jako regularną gotycką warownię krzyżacką, włączoną w system obronny miasta. Początkowo powstało skrzydło północne, a w latach 1683–1696 dobudowano skrzydła wschodnie i południowe, przekształcając zamek w barokową rezydencję z parkiem. W 1945 r. został spalony. Obecnie zachowały się mury zewnętrzne i piwnice.",Q30227794,https://www.wikidata.org/wiki/Q30227794,pl:Pałac w Dąbrowie,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_D%C4%85browie,2026-08-14
POINT (15.572389227 52.44509095),15.572389227,52.44509095,Polska,lubuskie,międzyrzecki,Międzyrzecz,66-300,K01.30.10,Zamki,good,full,fair,K01.30.10.YLFJN8,Zamek w Międzyrzeczu,"Zamek w Międzyrzeczu wzniesiono ok. 1350–1380 r. z inicjatywy Kazimierza Wielkiego, na miejscu starszego grodu. Nieregularne założenie o powierzchni ok. 1200 m² otaczały masywne mury obronne, brama z mostem zwodzonym oraz cylindryczna wieża. W XVI w. zamek dodatkowo umocniono. Obecnie zachowany jest jako trwała ruina, częściowo zrekonstruowana, udostępniona zwiedzającym i objęta ochroną jako pomnik historii.",Q9386682,https://www.wikidata.org/wiki/Q9386682,pl:Zamek w Międzyrzeczu,https://pl.wikipedia.org/wiki/Zamek_w_Mi%C4%99dzyrzeczu,2026-08-14
POINT (21.000348181 50.591105146),21.000348181,50.591105146,Polska,świętokrzyskie,staszowski,Szydłów,28-225,K01.30.10,Zamki,good,full,fair,K01.30.10.YN1X9T,Zamek w Szydłowie,"Zamek w Szydłowie wzniesiono w XIV w. jako rozległą rezydencję królewską o powierzchni ponad 7000 m². Założenie obejmowało duży dziedziniec, kamienny pałac zwany Salą Rycerską, cylindryczne wieże, Skarbczyk i budynek bramny. Po licznych zniszczeniach zamek opuszczono pod koniec XVIII w. Obecnie zachowały się ruiny pałacu, Skarbczyk, fragmenty murów i brama. W części zespołu działa muzeum.",Q9386751,https://www.wikidata.org/wiki/Q9386751,pl:Zamek w Szydłowie,https://pl.wikipedia.org/wiki/Zamek_w_Szyd%C5%82owie,2026-08-14
POINT (16.83493158891833 50.71867400935922),16.83493158891833,50.71867400935922,Polska,dolnośląskie,dzierżoniowski,Niemcza,58-230,K01.30.10,Zamki,good,partial,fair,K01.30.10.YP299D,Zamek w Niemczy,"Zamek w Niemczy to obiekt o bogatej historii, usytuowany na stromym, skalistym wzgórzu oblewanym przez wody rzeki Ślęzy. Przez stulecia stanowił jeden z kluczowych punktów obronnych na Śląsku, strzegąc południowych granic regionu. Obecnie zamek w Niemczy to skromny, otynkowany kompleks jedno- i dwupiętrowych budynków z widocznymi elementami dawnego domu zamkowego (tzw. zamek wysoki) oraz wieżą bramną zwaną Bramą Górną.",Q15108260,https://www.wikidata.org/wiki/Q15108260,pl:Zamek w Niemczy,https://pl.wikipedia.org/wiki/Zamek_w_Niemczy,2026-08-14
POINT (19.929425621 52.110720404),19.929425621,52.110720404,Polska,łódzkie,łowicki,Łowicz,99-400,K01.30.10,Zamki,good,full,poor,K01.30.10.YPP92H,Zamek w Łowiczu,"Zamek wybudowany przez arcybiskupów gnieźnieńskich w XIV wieku, kilkukrotnie przebudowany. Rozebrany w XIX wieku, zachowały się relikty murów oraz fosa. ",Q131455029,https://www.wikidata.org/wiki/Q131455029,pl:Zamek w Łowiczu,https://pl.wikipedia.org/wiki/Zamek_w_%C5%81owiczu,2026-08-14
POINT (19.753699783 53.504690175),19.753699783,53.504690175,Polska,warmińsko-mazurskie,iławski,Lubawa,14-260,K01.30.10,Zamki,good,full,fair,K01.30.10.YQWWSU,Zamek biskupów chełmińskich w Lubawie,"Zamek biskupów chełmińskich w Lubawie wznoszono od początku XIV w. jako gotycką, czteroskrzydłową rezydencję obronną z narożnymi wieżami, murami obwodowymi, fosą i mostem zwodzonym. W XVII w. przebudowano go w okazałą rezydencję barokową. Po pożarze w 1813 r. został opuszczony i w 1826 r. rozebrany. Obecnie zachowały się piwnice, mury oporowe i portal bramny, Teren ruin jest zabezpieczony i zagospodarowany.",Q18431638,https://www.wikidata.org/wiki/Q18431638,pl:Zamek biskupów chełmińskich w Lubawie,https://pl.wikipedia.org/wiki/Zamek_biskup%C3%B3w_che%C5%82mi%C5%84skich_w_Lubawie,2026-08-14
POINT (17.026667 51.113087),17.026667,51.113087,Polska,dolnośląskie,Wrocław,Wrocław,50-043,K01.30.10,Zamki,good,full,excellent,K01.30.10.YZBTE6,Arsenał Miejski we Wrocławiu,"Arsenał wybudowany w XIII wieku na reliktach zamku książęcego który nigdy nie został skończony
obecnie w Arsenale znajduje się Muzeum Miejskie Wrocławia, jest też miejscem organizowania wielu imprez kulturalnych",Q9160346,https://www.wikidata.org/wiki/Q9160346,pl:Arsenał Miejski we Wrocławiu,https://pl.wikipedia.org/wiki/Arsena%C5%82_Miejski_we_Wroc%C5%82awiu,2026-08-14
POINT (16.931177525 52.40909649),16.931177525,52.40909649,Polska,wielkopolskie,Poznań,Poznań,61-768,K01.30.10,Zamki,good,full,excellent,K01.30.10.Z2TAPA,Zamek Królewski w Poznaniu,"Zamek Królewski w Poznaniu został wzniesiony w drugiej połowie XIII wieku przez Przemysła I, a następnie rozbudowany przez Przemysła II. Był siedzibą książąt wielkopolskich i wielokrotnie przebudowywany. Zniszczyli go Szwedzi w 1655 roku, a po kolejnych zniszczeniach w czasie II wojny światowej został częściowo odbudowany. Obecnie mieści Muzeum Sztuk Użytkowych.",Q52961,https://www.wikidata.org/wiki/Q52961,pl:Zamek Królewski w Poznaniu,https://pl.wikipedia.org/wiki/Zamek_Kr%C3%B3lewski_w_Poznaniu,2026-08-14
POINT (21.47987514698194 50.1914791673735),21.47987514698194,50.1914791673735,Polska,podkarpackie,mielecki,Przecław,39-320,K01.30.10,Zamki,good,full,excellent,K01.30.10.Z3AZ1Y,Zamek w Przecławiu,"Zamek w Przecławiu wzniesiono w XVI w. jako renesansową rezydencję rodu Ligęzów. Budowla miała charakter reprezentacyjno-obronny, z regularną bryłą, narożnymi wieżami i dekoracyjnymi elewacjami. W kolejnych stuleciach była wielokrotnie przebudowywana, uzyskując cechy barokowe i neogotyckie. Obecnie zamek jest odrestaurowany, dobrze zachowany i użytkowany jako obiekt hotelowo-konferencyjny oraz turystyczny.",Q9386710,https://www.wikidata.org/wiki/Q9386710,pl:Zamek w Przecławiu,https://pl.wikipedia.org/wiki/Zamek_w_Przec%C5%82awiu,2026-08-14
POINT (17.268528529628778 51.53147542151282),17.268528529628778,51.53147542151282,Polska,dolnośląskie,milicki,Milicz,56-300,K01.30.10,Zamki,good,partial,bad,K01.30.10.Z3HMRD,Zamek w Miliczu,Ruiny zamku z XIII wieku. Zamek miał w swojej historii wielu właścicieli i wielokrotnie był przebudowywany i rozbudowywany do czasów dzisiejszych zachowały się fragmenty murów i fosy otaczającej zamek,Q19788858,https://www.wikidata.org/wiki/Q19788858,pl:Zamek w Miliczu,https://pl.wikipedia.org/wiki/Zamek_w_Miliczu,2026-08-14
POINT (17.968617049960173 50.47452979743223),17.968617049960173,50.47452979743223,Polska,opolskie,krapkowicki,Krapkowice,47-300,K01.30.10,Zamki,good,partial,excellent,K01.30.10.Z79SS2,Zamek w Krapkowicach,"Zamek w Krapkowicach powstał w średniowieczu jako siedziba książęca, a w kolejnych stuleciach był wielokrotnie przebudowywany. W XVI i XVII w. przekształcono go w renesansową, a następnie barokową rezydencję z wieloskrzydłową zabudową skupioną wokół dziedzińca. Z czasem utracił pierwotne funkcje obronne. Obecnie zachowany zespół zamkowy jest użytkowany i stanowi ważny element historycznej zabudowy Krapkowic.",Q30226037,https://www.wikidata.org/wiki/Q30226037,n/a,n/a,2026-08-14
POINT (17.492055901 54.168678044),17.492055901,54.168678044,Polska,pomorskie,bytowski,Bytów,77-100,K01.30.10,Zamki,good,full,excellent,K01.30.10.ZB1XFH,Zamek w Bytowie,"Zamek w Bytowie wzniesiono pod koniec XIV i na początku XV w. jako gotycką warownię krzyżacką. Powstał na planie prostokąta ok. 49 × 70 m, z trzema cylindrycznymi i jedną czworoboczną wieżą, skrzydłami mieszkalnymi, kaplicą, refektarzem, bramą, fosą i mostem zwodzonym. W XVI w. rozbudowano jego fortyfikacje. Obecnie jest dobrze zachowany i użytkowany jako muzeum, hotel, restauracja i biblioteka.",Q9386613,https://www.wikidata.org/wiki/Q9386613,pl:Zamek w Bytowie,https://pl.wikipedia.org/wiki/Zamek_w_Bytowie,2026-08-14
POINT (22.752993085 49.697166539),22.752993085,49.697166539,Polska,podkarpackie,przemyski,Fredropol,37-734,K01.30.10,Zamki,fair,full,fair,K01.30.10.ZFCK1Y,Zamek we Fredropolu,"Zamek we Fredropolu to ruiny XVI-wiecznej rezydencji rodu Fredrów, wzniesionej przez Jana lub Andrzeja Fredrę na podmokłym terenie w Kormanicach. Zamek był później niszczony podczas potopu szwedzkiego, najazdu Tatarów i I wojny światowej. Do dziś zachował się fragment skrzydła zachodniego i resztki baszty.",Q30552440,https://www.wikidata.org/wiki/Q30552440,n/a,n/a,2026-08-14
POINT (16.789849163 52.267221848),16.789849163,52.267221848,Polska,wielkopolskie,poznański,Stęszew,62-050,K01.30.10,Zamki,fair,limited,fair,K01.30.10.ZGMA5K,Zamek Klaudyny Potockiej w Trzabawie,"Zameczek Klaudyny Potockiej na Wyspie Zamkowej powstał w latach 1824–1825 jako niewielka neogotycka rezydencja mieszkalna, wzniesiona przez Tytusa Działyńskiego dla siostry. Budowli celowo nadano formy nawiązujące do średniowiecznej warowni, mimo braku funkcji obronnych. Po opuszczeniu w 1830 r. popadała w ruinę, a w 1848 r. została ostrzelana przez wojska pruskie. Obecnie zachowały się malownicze ruiny, niedostępne dla zwiedzających z uwagi na ochronę przyrody.",Q33091874,https://www.wikidata.org/wiki/Q33091874,n/a,n/a,2026-08-14
POINT (17.622858517 50.642042944),17.622858517,50.642042944,Polska,opolskie,opolski,Niemodlin,49-100,K01.30.10,Zamki,good,full,good,K01.30.10.ZH16BT,Zamek w Niemodlinie,"Zamek w Niemodlinie, wzniesiony w 1313 r. na miejscu wcześniejszego kasztelu, był rezydencją książąt opolskich, niemodlińskich i strzeleckich. Obecna forma jest wynikiem licznych przebudów; dominuje styl późnorenesansowy z elementami barokowymi i reliktami gotyckimi. Charakterystyczne są krużganki, kaplica neogotycka, podziemia oraz zachowany system ogrzewania hypokaustum. Zamek otacza park krajobrazowy.",Q9386689,https://www.wikidata.org/wiki/Q9386689,pl:Zamek w Niemodlinie,https://pl.wikipedia.org/wiki/Zamek_w_Niemodlinie,2026-08-14
POINT (19.450158431 50.629204889),19.450158431,50.629204889,Polska,śląskie,myszkowski,Niegowa,42-320,K01.30.10,Zamki,fair,limited,poor,K01.30.10.ZJMQ1T,Zamek Łutowiec,"Zamek w Łutowcu była niewielkim, dwuczłonowym założeniem obronnym, złożonym z części usytuowanej na skale oraz dolnego dziedzińca otoczonego murem. U podnóża skały mogły znajdować się zabudowania pomocnicze chronione wałem i fosą. Obiekt powstał prawdopodobnie w XIV w., a na przełomie XV i XVI w. popadł w ruinę. Do dziś zachował się jedynie fragment muru o długości 4,5 m i grubości 0,6 m.",Q30065833,https://www.wikidata.org/wiki/Q30065833,pl:Strażnica Łutowiec,https://pl.wikipedia.org/wiki/Stra%C5%BCnica_%C5%81utowiec,2026-08-14
POINT (17.034449575 54.464184667),17.034449575,54.464184667,Polska,pomorskie,Słupsk,Słupsk,76-200,K01.30.10,Zamki,good,full,excellent,K01.30.10.ZK9RTX,Zamek Książąt Pomorskich w Słupsku,"Zamek Książąt Pomorskich w Słupsku wzniesiono w XVI w. jako renesansową rezydencję książąt pomorskich. Budowla ma zwartą bryłę z reprezentacyjnymi elewacjami, wysokimi szczytami i wieżą, a jej forma była później wielokrotnie przekształcana. Po okresie zaniedbań zamek odrestaurowano. Obecnie jest dobrze zachowany i mieści Muzeum Pomorza Środkowego.",Q4185884,https://www.wikidata.org/wiki/Q4185884,pl:Zamek Książąt Pomorskich w Słupsku,https://pl.wikipedia.org/wiki/Zamek_Ksi%C4%85%C5%BC%C4%85t_Pomorskich_w_S%C5%82upsku,2026-08-14
POINT (21.809148156 53.631055051),21.809148156,53.631055051,Polska,warmińsko-mazurskie,piski,Pisz,12-200,K01.30.10,Zamki,good,limited,poor,K01.30.10.ZMUFJS,Zamek w Piszu,"Zamek krzyżacki powstały w średniowieczu, zniszczony po II wojnie światowej, ruiny rozebrano. Zachowały się fragmenty murów",Q9386706,https://www.wikidata.org/wiki/Q9386706,pl:Zamek w Piszu,https://pl.wikipedia.org/wiki/Zamek_w_Piszu,2026-08-14
POINT (19.52078511621691 50.550506098662034),19.52078511621691,50.550506098662034,Polska,śląskie,zawierciański,Zawiercie,42-400,K01.30.10,Zamki,good,partial,fair,K01.30.10.ZPKCEK,Zamek Bąkowiec,"Zamek Bąkowiec w Morsku, wzmiankowany w 1389 r., w obecnej murowanej formie powstał prawdopodobnie na przełomie XV i XVI w. Wzniesiono go na wyniosłej skale, na planie nieregularnego wieloboku. Założenie obejmowało niewielki dziedziniec, kamienną bramę, pomieszczenia mieszkalne, półkoliste baszty, mur obronny i suchą fosę. Od XVII w. pozostawał ruiną. Obecnie zachowane są fragmenty murów i bramy.",Q9386684,https://www.wikidata.org/wiki/Q9386684,pl:Zamek Bąkowiec,https://pl.wikipedia.org/wiki/Zamek_B%C4%85kowiec,2026-08-14
POINT (17.749817 52.7976),17.749817,52.7976,Polska,kujawsko-pomorskie,żniński,Żnin,88-400,K01.30.10,Zamki,good,full,fair,K01.30.10.ZPWRT3,Zamek w Wenecji,"Zamek w Wenecji to gotycka warownia obronna, stanowiąca jeden z nielicznych przykładów prywatnego zamku rycerskiego z XIV wieku w tym regionie. Zamek stracił znaczenie militarne po wojnie trzynastoletniej, a w II połowie XV wieku został częściowo rozebrany, by dostarczyć materiału na budowę pałacu arcybiskupiego w pobliskim Janowcu Wielkopolskim. obecnie zamek w Wenecji zachował się w formie zabezpieczonej, trwałej ruiny.",Q1015621,https://www.wikidata.org/wiki/Q1015621,pl:Zamek w Wenecji,https://pl.wikipedia.org/wiki/Zamek_w_Wenecji,2026-08-14
POINT (15.644085501 50.834122429),15.644085501,50.834122429,Polska,dolnośląskie,Jelenia Góra,Jelenia Góra,58-570,K01.30.10,Zamki,good,full,fair,K01.30.10.ZUZU4X,Zamek Chojnik,"Zamek Chojnik to jedna z najbardziej znanych i malowniczych warowni górskich w Polsce. Usytuowany na szczycie góry Chojnik (627 m n.p.m.), której południowo-wschodnie zbocza opadają pionową, 150-metrową ścianą skalną do tzw. Piekielnej Doliny, zamek stanowi wybitny zabytek średniowiecznej architektury obronnej. Obiekt wzniesiono w połowie XIV wieku, około 1355 roku, z inicjatywy księcia świdnicko-jaworskiego Bolka II Małego, jako kluczowy element systemu obrony granic księstwa.",Q511254,https://www.wikidata.org/wiki/Q511254,pl:Zamek Chojnik,https://pl.wikipedia.org/wiki/Zamek_Chojnik,2026-08-14
POINT (15.868350089430583 50.86436907803754),15.868350089430583,50.86436907803754,Polska,dolnośląskie,karkonoski,Mysłakowice,58-533,K01.30.10,Zamki,good,full,poor,K01.30.10.ZVFUJG,Zamek Sokolec,Zamek Sokolec powstał prawdopodobnie w XIV w. jako niewielka lokalna warownia na Krzyżnej Górze w Rudawach Janowickich. Pierwsza wzmianka o nim pochodzi z 1364 r. Obiekt został zniszczony w drugiej połowie XV w. i nie został odbudowany. Jego forma architektoniczna jest słabo rozpoznana. Obecnie zachowany jest jedynie w postaci reliktów murów i ruin na szczycie wzgórza.,Q20034269,https://www.wikidata.org/wiki/Q20034269,pl:Zamek Sokolec,https://pl.wikipedia.org/wiki/Zamek_Sokolec,2026-08-14
POINT (19.700739142 51.409199427),19.700739142,51.409199427,Polska,łódzkie,Piotrków Trybunalski,Piotrków Trybunalski,97-300,K01.30.10,Zamki,good,full,excellent,K01.30.10.ZX27YA,Zamek Królewski w Piotrkowie Trybunalskim,"Zamek został wzniesiony na początku XVI wieku, a następnie zniszczony przez Szwedów w XVII wieku. Odbudowano go około 1670 roku. W 1869 roku obiekt przebudowano na kaplicę prawosławną. Zamek był rekonstruowany po I i II wojnie światowej. Do dziś zachowały się sklepienia kolebkowe w piwnicach, portale oraz zdobienia gotycko-renesansowe. Obecnie w budynku mieści się Muzeum Okręgowe.",Q7197073,https://www.wikidata.org/wiki/Q7197073,pl:Zamek Królewski w Piotrkowie Trybunalskim,https://pl.wikipedia.org/wiki/Zamek_Kr%C3%B3lewski_w_Piotrkowie_Trybunalskim,2026-08-14
