object_type,name,country,province,district,municipality,post_code,nearest_address,state,accessibility,veracity_score,description,wikipedia,wikidata
K01.20.30 - Dwory inne,Boduszyn,Polska,lubelskie,lubelski,Niemce,21-003,"lubelskie, lubelski, Niemce, Boduszyn 18A",,,,,,
K01.20.30 - Dwory inne,Dwór Radzyń Podlaski ,Polska,lubelskie,radzyński,Radzyń Podlaski,21-300,"lubelskie, radzyński, Radzyń Podlaski, Radzyń Podlaski, Nadwitnie 21",,,,,,
K01.20.30 - Dwory inne,Wielkopole,Polska,lubelskie,krasnostawski,Gorzków,22-315,"lubelskie, krasnostawski, Gorzków, Wielkopole 80",,,,,,
K01.20.30 - Dwory inne,Sarnów,Polska,lubelskie,łukowski,Stanin,21-421,"lubelskie, łukowski, Stanin, Sarnów 13",,,,,,
K01.20.30 - Dwory inne,Gradów,Polska,mazowieckie,sochaczewski,Nowa Sucha,96-513,"mazowieckie, sochaczewski, Nowa Sucha, Wikcinek 12",,,,,,
K01.20.20 - Dwory szlacheckie,Wodziczna,Polska,mazowieckie,grójecki,Mogielnica,05-640,"mazowieckie, grójecki, Mogielnica, Wodziczna 11A",good,,,"Klasycystyczny dwór wybudowany około 1820 r. dla rodziny Jackowskich. Parterowy budynek z gankiem wspartym na kolumnach, odbudowany z ruin przez prywatnych właścicieli w latach 70. XX w.",,
K01.20.30 - Dwory inne,Dworek miejski Nowa Sucha,Polska,mazowieckie,węgrowski,Grębków,07-110,"mazowieckie, węgrowski, Grębków, Nowa Sucha 3",,,,,,
K01.20.30 - Dwory inne,Dwór Krzyżanówka,Polska,mazowieckie,lipski,Sienno,27-350,"mazowieckie, lipski, Sienno, Krzyżanówka 1",,,,,,
K01.20.30 - Dwory inne,Skurów,Polska,mazowieckie,grójecki,Grójec,05-600,"mazowieckie, grójecki, Grójec, Skurów 40",,,,,,
K01.20.30 - Dwory inne,Koszelew,Polska,mazowieckie,płocki,Gąbin,09-530,"mazowieckie, płocki, Gąbin, Koszelew 2",,,,,,
K01.20.30 - Dwory inne,Pałuki,Polska,mazowieckie,ciechanowski,Opinogóra Górna,06-406,"mazowieckie, ciechanowski, Opinogóra Górna, Pałuki 3F",,,,,,
K01.20.30 - Dwory inne,Bąkowa,Polska,mazowieckie,lipski,Ciepielów,27-310,"mazowieckie, lipski, Ciepielów, Bąkowa 43",,,,,,
K01.20.20 - Dwory szlacheckie,Sulerzyż,Polska,mazowieckie,ciechanowski,Glinojeck,06-450,"mazowieckie, ciechanowski, Glinojeck, Sulerzyż 45",,,,,,
K01.20.30 - Dwory inne,Dwór Bardonki,Polska,mazowieckie,ciechanowski,Ciechanów,06-400,"mazowieckie, ciechanowski, Ciechanów, Bardonki 1",,,,,,
K01.20.30 - Dwory inne,"Dwór Śmiłów
",Polska,mazowieckie,szydłowiecki,Jastrząb,26-502,"mazowieckie, szydłowiecki, Jastrząb, Śmiłów 5",,,,,,
K01.20.30 - Dwory inne,Dwór w Franciszkowie,Polska,łódzkie,kutnowski,Łanięta,99-306,"łódzkie, kutnowski, Łanięta, Franciszków 1",,,,,,
K01.20.30 - Dwory inne,Pozostałości dworu Pomarzanki,Polska,mazowieckie,gostyniński,Gostynin,09-500,"mazowieckie, gostyniński, Gostynin, Pomarzanki 8",,,,,,
K01.20.30 - Dwory inne,Bogusławice,Polska,mazowieckie,płoński,Płońsk,09-100,"mazowieckie, płoński, Płońsk, Bogusławice 7",excellent,limited,good,"Klasycystyczny, murowany dwór z I tercji XX w. w Bogusławicach (pow. płoński, mazowieckie). Posiada park krajobrazowy ze stawem i starym drzewostanem oraz zabytkowy spichlerz. To własność prywatna, nieudostępniana zwiedzającym, ale budynek można obejrzeć z dystansu.",n/a,n/a
K01.20.30 - Dwory inne,Sochaczew I,Polska,mazowieckie,sochaczewski,Sochaczew,96-500,"mazowieckie, sochaczewski, Sochaczew, Sochaczew, Hotelowa 3",,,,,,
K01.20.20 - Dwory szlacheckie,Dwór w Radoniach,Polska,mazowieckie,grodziski,Grodzisk Mazowiecki,05-825,"mazowieckie, grodziski, Grodzisk Mazowiecki, Radonie, Motylkowa 4",,,,,,
K01.20.30 - Dwory inne,Rembielin,Polska,mazowieckie,płocki,Brudzeń Duży,09-414,"mazowieckie, płocki, Brudzeń Duży, Rembielin 28",,,,,,
K01.20.30 - Dwory inne,Kąty,Polska,małopolskie,brzeski,Iwkowa,32-862,"małopolskie, brzeski, Iwkowa, Kąty 1",,,,,,
K01.20.30 - Dwory inne,Stojowice,Polska,małopolskie,myślenicki,Dobczyce,32-410,"małopolskie, myślenicki, Dobczyce, Stojowice 1",,,,,,
K01.20.30 - Dwory inne,Dwór Szalowa,Polska,małopolskie,gorlicki,Łużna,38-331,"małopolskie, gorlicki, Łużna, Szalowa 1",,,,,,
K01.20.30 - Dwory inne,Chrostowa I,Polska,małopolskie,bocheński,Łapanów,32-742,"małopolskie, bocheński, Łapanów, Chrostowa 1",,,,,,
K01.30.10 - Zamki,Zamek w Rytrze,Polska,małopolskie,nowosądecki,Rytro,33-343,"małopolskie, nowosądecki, Rytro, Sucha Struga 125",good,limited,good,"ruiny średniowiecznego zamku w pobliżu wsi Rytro, najprawdopodobniej zbudowany na przełomie XIII i XIV wieku
w 2025 obiekt poddano remontowi",pl: Zamek w Rytrze,Q9386734
K01.20.30 - Dwory inne,Rzędowice,Polska,małopolskie,miechowski,Książ Wielki,32-210,"małopolskie, miechowski, Książ Wielki, Rzędowice 72",,,,,,
K01.20.30 - Dwory inne,Dwór Karwodrza,Polska,małopolskie,tarnowski,Tuchów,33-170,"małopolskie, tarnowski, Tuchów, Karwodrza 116",,,,,,
K01.20.20 - Dwory szlacheckie,Breń,Polska,małopolskie,dąbrowski,Olesno,33-210,"małopolskie, dąbrowski, Olesno, Breń 1",,,,,,
K01.20.30 - Dwory inne,Dwór w Niezdowie,Polska,małopolskie,myślenicki,Dobczyce,32-410,"małopolskie, myślenicki, Dobczyce, Niezdów 7",,,,,,
K01.20.30 - Dwory inne,Siedliska,Polska,małopolskie,gorlicki,Bobowa,38-350,"małopolskie, gorlicki, Bobowa, Siedliska 5",,,,,,
K01.20.30 - Dwory inne,Zgłobice-Dwór,Polska,małopolskie,tarnowski,Tarnów,33-113,"małopolskie, tarnowski, Tarnów, Zgłobice, Dworska 1",,,,,,
K01.20.30 - Dwory inne,Dwór Miechów,Polska,małopolskie,miechowski,Miechów,32-200,"małopolskie, miechowski, Miechów, Miechów, Polna 1",,,,,,
K01.30.10 - Zamki,Zamek Królewski w Dobczycach,Polska,małopolskie,myślenicki,Dobczyce,32-410,"małopolskie, myślenicki, Dobczyce, Dobczyce, Podgórska 6",good,full,good,"Zamek w Dobczycach – Forteca Nadwiślańskiego Pogranicza
Zamek w Dobczycach (województwo małopolskie, powiat myślenicki) to gotycko-renesansowa warownia królewska, usytuowana na skalistym wzgórzu nad zakolem rzeki Raby (obecnie nad Jeziorem Dobczyckim). Obiekt powstał w XIII wieku, pierwotnie jako drewniana strażnica, którą z inicjatywy króla Kazimierza Wielkiego przekształcono w murowaną twierdzę zabezpieczającą południowe granice Korony Królestwa Polskiego oraz komorę celną na szlaku handlowym na Węgry.

Warownia dzieli się na zamek górny i dolny. Najstarsza część górna, posadowiona na najwyższym punkcie skały, obejmowała kwadratową wieżę ostatecznej obrony (stołp), budynek mieszkalny oraz wewnętrzny dziedziniec z cysterną na wodę. Zamek dolny, pełniący funkcje gospodarcze, został ufortyfikowany murami obwodowymi zintegrowanymi z obwarowaniami miejskimi Dobczyc. W drugiej połowie XVI wieku, za sprawą rodu Bonerów, gotycki zamek obronny przebudowano na renesansową rezydencję wielkorządową z reprezentacyjnymi krużgankami. Na zamku funkcjonowała wówczas prężna akademia dla synów magnackich, a swoje dzieła pisał tu historyk Jan Długosz. Kres świetności obiektu przyniósł potop szwedzki (1655–1657) oraz najazd Rakoczego, po których warownia zaczęła podupadać. W XIX wieku opuszczony zamek został częściowo rozebrany przez poszukiwaczy skarbów i okolicznych mieszkańców.

Dzięki wieloletnim pracom rekonstrukcyjnym, zapoczątkowanym w latach 60. XX wieku przez Władysława Kowalskiego, zamek w Dobczycach funkcjonuje dziś jako częściowo odbudowana, trwała ruina udostępniona do zwiedzania. W zrekonstruowanych salach zamku górnego mieści się muzeum regionalne PTTK, prezentujące eksponaty historyczne, archeologiczne oraz izbę tortur. Atrakcją kompleksu jest taras widokowy na murach, z którego roztacza się panorama na zaporę wodną, Jezioro Dobczyckie oraz Beskidy. Bezpośrednio do zamku przylega również kameralny skansen drewnianego budownictwa ludowego.",pl:Zamek w Dobczycach,Q9386623
K01.30.10 - Zamki,Zamek w Ojcowie,Polska,małopolskie,krakowski,Skała,32-047,"małopolskie, krakowski, Skała, Ojców 9",good,full,good,Dobrze zachowane ruiny zamku zbudowanego w stylu gotyckim przez Kazimierza Wielkiego. Wejście oraz parking są płatne.,pl:Zamek w Ojcowie,Q1013422
K01.20.30 - Dwory inne,Kraków LXIV - Pałac-Mycielskiego 11,Polska,małopolskie,Kraków,Kraków,31-045,"małopolskie, Kraków, Kraków, Kraków, Andrzeja Mycielskiego 11",,,,,,
K01.20.30 - Dwory inne,Dwór w Graboszycach,Polska,małopolskie,oświęcimski,Zator,32-640,"małopolskie, oświęcimski, Zator, Graboszyce, Szlachecka 1",,,,,,
K01.20.30 - Dwory inne,Dwór w Przystani,Polska,mazowieckie,ostrołęcki,Olszewo-Borki,07-416,"mazowieckie, ostrołęcki, Olszewo-Borki, Przystań 33",,,,,,
K01.20.30 - Dwory inne,Dwór Tarnobrzeg-Nagnajów,Polska,podkarpackie,Tarnobrzeg,Tarnobrzeg,39-400,"podkarpackie, Tarnobrzeg, Tarnobrzeg, Tarnobrzeg, Wisłostrada 4",,,,,,
K01.20.30 - Dwory inne,Chybice,Polska,świętokrzyskie,starachowicki,Pawłów,27-225,"świętokrzyskie, starachowicki, Pawłów, Chybice 46",,,,,,
K01.30.20 - Dwory obronne,Dwór w Gnojnie,Polska,świętokrzyskie,buski,Gnojno,28-114,"świętokrzyskie, buski, Gnojno, Gnojno 118",good,limited,good,,,
K01.20.20 - Dwory szlacheckie,Przepiórów,Polska,świętokrzyskie,opatowski,Iwaniska,27-570,"świętokrzyskie, opatowski, Iwaniska, Przepiórów 33",excellent,partial,fair,"Dwór w Przepiórowie powstał na początku XIX wieku. Związany z rodziną Rytlów. Otoczony zabytkowym parkiem, po wojnie pełnił funkcje oświatowe i biblioteczne, odrestaurowany",pl:Dwór w Przepiórowie,Q33506264
K01.20.30 - Dwory inne,Cudzynowice,Polska,świętokrzyskie,kazimierski,Kazimierza Wielka,28-500,"świętokrzyskie, kazimierski, Kazimierza Wielka, Cudzynowice 175A",,,,,,
K01.20.20 - Dwory szlacheckie,Boszczynek,Polska,świętokrzyskie,kazimierski,Skalbmierz,28-530,"świętokrzyskie, kazimierski, Skalbmierz, Boszczynek 31",,,,,,
K01.20.30 - Dwory inne,Dwór Korytków,Polska,świętokrzyskie,konecki,Gowarczów,26-225,"świętokrzyskie, konecki, Gowarczów, Korytków 57B",,,,,,
K01.20.30 - Dwory inne,Boczkowice,Polska,świętokrzyskie,włoszczowski,Włoszczowa,29-100,"świętokrzyskie, włoszczowski, Włoszczowa, Boczkowice 5",,,,,,
K01.20.30 - Dwory inne,Pobroszyn,Polska,świętokrzyskie,opatowski,Opatów,27-500,"świętokrzyskie, opatowski, Opatów, Wąworków 35",,,,,,
K01.20.30 - Dwory inne,Dwór w Nagorzycach,Polska,świętokrzyskie,ostrowiecki,Waśniów,27-425,"świętokrzyskie, ostrowiecki, Waśniów, Nagorzyce 14",,,,,,
K01.30.10 - Zamki,Ruiny zamku Mokrsko Górne,Polska,świętokrzyskie,jędrzejowski,Sobków,28-305,"świętokrzyskie, jędrzejowski, Sobków, Mokrsko Górne 49",poor,full,good,"Wznoszące się na monumentalnym, wapiennym ostańcu Tężec ruiny zamku Bąkowiec (województwo śląskie, powiat zawierciański, gmina Włodowice), potocznie nazywane zamkiem Morsko, to jedno z najbardziej malowniczych i fotogenicznych Orlich Gniazd na Wyżynie Krakowsko-Częstochowskiej. Ta unikalna, średniowieczna warownia została wzniesiona na przełomie XIV i XV wieku, najprawdopodobniej z inicjatywy księcia Władysława Opolczyka lub króla Kazimierza Wielkiego. Obiekt powstał jako kluczowe ogniwo w łańcuchu jurajskich twierdz strzegących zachodnich rubieży Królestwa Polskiego przed najazdami ze strony Śląska. Zamek przechodził z rąk do rąk potężnych rodów magnackich, w tym Włodków, Brzeskich i Giebułtowskich. Podobnie jak wiele innych okolicznych warowni, Bąkowiec ucierpiał i został poważnie zniszczony podczas potopu szwedzkiego w XVII wieku, po czym ostatecznie go opuszczono i zaczął popadać w ruinę.

Konstrukcja zamku stanowiła majstersztyk średniowiecznej symbiozy architektury z naturalną rzeźbą terenu. Do budowy wykorzystano miejscowy, łamany kamień wapienny, wznosząc mury bezpośrednio na szczycie i w szczelinach pionowej, kilkunastometrowej skały. Główną część założenia stanowił zamek górny z niewielkim domem mieszkalnym oraz wieżą obserwacyjną, do których dostęp prowadził przez system system pomostów i drabin. U stóp ostańca rozciągało się podzamcze, chronione przez kamienny mur obwodowy, wały ziemne oraz suchą fosę. W okresie międzywojennym architekt Witold Czeczott-Danilewicz zakupił ruinę i wkomponował w jej dolną część kamienny dom mieszkalny, co nadało obiektowi unikalny, eklektyczny wygląd.

Współcześnie zamek Bąkowiec w Morsku zachował się w formie trwałej, niezwykle widowiskowej ruiny. Z daleka doskonale widoczne są wysokie fragmenty murów obronnych wieńczących szczyt skały oraz zarysy dawnego podzamcza. Choć ze względów bezpieczeństwa oraz ochrony konserwatorskiej wejście na sam szczyt ostańca jest zamknięte, całe założenie można swobodnie podziwiać z zewnątrz. Zamek znajduje się na terenie popularnego ośrodka rekreacyjnego Morsko Plus, tuż obok stoku narciarskiego i licznych tras rowerowych. Przez to miejsce przebiega również legendarny, czerwony Szlak Orlich Gniazd.",pl:Zamek w Mokrsku Górnym,Q33488508
K01.30.20 - Dwory obronne,Ruina dworu obronnego w Fałkowie,Polska,świętokrzyskie,konecki,Fałków,26-260,"świętokrzyskie, konecki, Fałków, Fałków, Glinianki 47A",poor,full,good,"Dwór obronny w Fałkowie (województwo świętokrzyskie, powiat konecki) to cenny, choć mało znany zabytek późnośredniowiecznej architektury rezydencjonalno-militarnej. Choć do dziś przetrwał jedynie w formie zabezpieczonych ruin, stanowi rzadki przykład prywatnej, prywatnej fortalicji rycerskiej w tym regionie.Początki murowanej budowli sięgają pierwszej połowy XV wieku (około 1420–1440 roku). Dwór wzniósł Jakub z Fałkowa, herbu Doliwa – wpływowy rycerz i ówczesny właściciel tutejszych dóbr. Obiekt od początku pełnił funkcję reprezentacyjnej siedziby rodowej oraz bezpiecznego schronienia na wypadek niepokojów. W kolejnych stuleciach warownia należała m.in. do rodów Giżyckich i Stadnickich. Najpoważniejsze zniszczenia przyniósł potop szwedzki (1655–1660), kiedy to obiekt został splądrowany i spalony. Choć podjęto próby jego częściowej odbudowy w celach gospodarczych, z czasem budowla popadła w trwałą ruinę, a jej kamienie posłużyły w XIX wieku jako materiał budowlany. Pod koniec XX wieku teren uporządkowano i poddano badaniom archeologicznym.Konstrukcja dworu, wzniesionego z lokalnego kamienia łamanego, opierała się na planie regularnego prostokąta o wymiarach około $11 \times 20$ metrów. Był to budynek podpiwniczony, prawdopodobnie dwukondygnacyjny, o grubych murach wyposażonych w wąskie otwory okienne o charakterze strzelnic. Całość założenia usytuowano na celowo usypanym wzniesieniu w terenie podmokłym, w dolinie rzeki, i otoczono głęboką fosą oraz ziemnymi wałami, co znacznie utrudniało bezpośredni szturm.Współcześnie dwór w Fałkowie to czytelna, malownicza ruina, wpisana do rejestru zabytków. Do naszych czasów zachowały się potężne, kamienne ściany obwodowe parteru z fragmentami otworów okiennych oraz wyraźnie widoczny zarys dawnej fosy. Obiekt znajduje się na terenie ogólnodostępnego parku i stanowi doskonały cel krótkich wycieczek dla miłośników odkrywania zapomnianych, średniowiecznych warowni.",pl:Budowla obronna w Fałkowie,Q16534071
K01.30.10 - Zamki,Relikty Zamku Konary,Polska,świętokrzyskie,sandomierski,Klimontów,27-640,"świętokrzyskie, sandomierski, Klimontów, Konary-Kolonia 11",poor,full,fair,"Wznoszące się na krawędzi wysokiej skarpy wiślanej w Konarach (województwo świętokrzyskie, powiat sandomierski, gmina Klimontów) skromne ruiny zamku to pozostałości po jednej z najmniej znanych, prywatnych warowni obronnych w tym regionie. Zamek został wzniesiony w pierwszej połowie XIV wieku, a jego fundację przypisuje się najczęściej rodowi Rawitów (Grotów z Nowego Miasta i Konar), choć niektóre źródła wiążą go także z osobą kasztelana krakowskiego Janusza Suchywilka. Obiekt powstał w strategicznym miejscu, z którego rozciągał się doskonały widok na dolinę Wisły, co pozwalało na skuteczną kontrolę ruchu na rzece oraz na biegnącym u podnóża skarpy szlaku handlowym.

Konstrukcja zamku została ściśle dostosowana do obronnych walorów rzeźby terenu – wysoki brzeg rzeki zapewniał naturalną ochronę z kilku stron. Warownię wybudowano z miejscowego kamienia łamanego (głównie wapienia) z użyciem cegły do wykończenia detali architektonicznych. Było to niewielkie, regularne założenie obronne na planie prostokąta, składające się z budynku mieszkalnego, muru obwodowego oraz prawdopodobnie wieży bramnej. Najłatwiej dostępna strona od plateau wzgórza została odcięta głęboką fosą. Zamek w Konarach nie miał jednak szczęścia do nowożytnych przebudów – opuszczony przypuszczalnie już w XVI lub XVII wieku na rzecz wygodniejszych, nizinnych rezydencji pałacowych, szybko zaczął popadać w zapomnienie i ruinę. Przez kolejne stulecia, podobnie jak wiele innych okolicznych warowni, był systematycznie rozbierany przez lokalną ludność na materiał budowlany.

Współcześnie zamek w Konarach zachował się w formie bardzo skromnych, surowych i mocno zarośniętych reliktów architektonicznych. Do dzisiejszych czasów na szczycie skarpy przetrwały jedynie fragmenty kamiennych murów fundamentowych, przyziemia budynków mieszkalnych oraz wyraźnie czytelne w rzeźbie terenu zagłębienie po zamkowej fosie. Choć obiekt nie oferuje spektakularnych, wysokich ścian, miejsce to przyciąga miłośników historii swoją dzikością, spokojem oraz pięknym, rozległym widokiem na pradolinę Wisły.",pl:Zamek w Konarach,Q6428862
K01.20.30 - Dwory inne,Przybysławice,Polska,świętokrzyskie,sandomierski,Klimontów,27-640,"świętokrzyskie, sandomierski, Klimontów, Przybysławice 34",,,,,,
K01.20.30 - Dwory inne,Trześń,Polska,podkarpackie,tarnobrzeski,Gorzyce,39-432,"podkarpackie, tarnobrzeski, Gorzyce, Trześń, Parkowa 6",,,,,,
K01.30.10 - Zamki,Wałbrzych  Nowy Dwór,Polska,dolnośląskie,Wałbrzych,Wałbrzych,58-303,"dolnośląskie, Wałbrzych, Wałbrzych, Wałbrzych, Nowy Dom 8",poor,full,good,"zabytkowe ruiny zamku z przełomu XIII i XIV wieku
po zamku zachowały się jedynie: gotycki portal dawnej bramy,  fundamenty budynków mieszkalnych, fragmenty murów obronnych i pozostałości po wieży 
do zamku można trafić skręcając w leśną ścieżkę przy ul. Nowy Dom 8",pl: Zamek Nowy Dwór w Wałbrzychu,Q241225
K01.20.30 - Dwory inne,Międzybórz,Polska,dolnośląskie,oleśnicki,Międzybórz,56-513,"dolnośląskie, oleśnicki, Międzybórz, Międzybórz, Wrocławska 2A",,,,,,
K01.30.10 - Zamki,Zamek w Leśnicy,Polska,dolnośląskie,Wrocław,Wrocław,54-076,"dolnośląskie, Wrocław, Wrocław, Wrocław, plac Świętojański 1",excellent,full,good,"Wielokrotnie niszczony i przebudowywany. Przebudowany na pałac, zwyczajowo nazywany zamkiem. Po pożarze w latach 50 przebudowany na potrzeby domu kultury. Obecnie siedziba Centrum Kultury „Zamek”.",pl:Zamek w Leśnicy,Q16619009
K01.30.10 - Zamki,Ruiny zamku w Jędrzychowie,Polska,dolnośląskie,polkowicki,Polkowice,59-100,"dolnośląskie, polkowicki, Polkowice, Jędrzychów 19",fair,limited,fair,"Zamek w Jędrzychowie to średniowieczna warownia wzniesiona w 1295 roku przez księcia Henryka III Głogowskiego. W XVIII wieku przebudowano ją na zbór ewangelicki, a dziś obiekt znajduje się w stanie daleko posuniętej dewastacji i jest wpisany do rejestru zabytków.",pl:Zamek w Jędrzychowie,Q20033785
K01.20.30 - Dwory inne,Staniszów I - dwór,Polska,dolnośląskie,karkonoski,Podgórzyn,58-500,"dolnośląskie, karkonoski, Podgórzyn, Staniszów 68",,,,,,
K01.20.30 - Dwory inne,Dwór-Jeleniogórska,Polska,dolnośląskie,karkonoski,Kowary,58-530,"dolnośląskie, karkonoski, Kowary, Kowary, Jeleniogórska 12",,,,,,
K01.20.30 - Dwory inne,Dwór w Witoszowie Górnym,Polska,dolnośląskie,świdnicki,Świdnica,58-100,"dolnośląskie, świdnicki, Świdnica, Witoszów Górny 15",,,,,,
K01.20.20 - Dwory szlacheckie,Wrocisławice,Polska,dolnośląskie,średzki,Środa Śląska,55-300,"dolnośląskie, średzki, Środa Śląska, Wrocisławice 24",,,,,,
K01.20.10 - Pałace,Pałac i klasztor salwatorianów w Bagnie,Polska,dolnośląskie,trzebnicki,Oborniki Śląskie,55-120,"dolnośląskie, trzebnicki, Oborniki Śląskie, Bagno, Ziołowa 51",excellent,partial,good,"Pałac „Stary Zamek” z 1734 r., ob. klasztor salwatorianów powstał na początku XVIII wieku na miejscu średniowiecznej warowni księcia Konrada II z XIII wieku, zniszczonej podczas wojny trzydziestoletniej. Barokową rezydencję wzniósł hr. Henryk Leopold von Seher-Thos. W 1913 roku obiekt rozbudowano o neobarokowe skrzydło zwane Nowym Zamkiem. Od 1930 roku pałac należy do salwatorianów, a od 1953 mieści Wyższe Seminarium Duchowne i klasztor. Zespół otacza zabytkowy park z cennym drzewostanem.
",pl:Pałac i klasztor salwatorianów w Bagnie,Q19401087
K01.20.10 - Pałace,Pałac w Kietlinie,Polska,dolnośląskie,dzierżoniowski,Niemcza,58-230,"dolnośląskie, dzierżoniowski, Niemcza, Kietlin 28",excellent,partial,good,"Już w połowie XV wieku w Kietlinie znajdował się zamek myśliwski. W XVII wieku został przebudowany, zyskując barokowy charakter. Na przestrzeni dziejów obiekt wielokrotnie przechodził w ręce kolejnych właścicieli. Dziś jest własnością prywatną i funkcjonuje jako gospodarstwo agroturystyczne.

Na terenie miejscowości znajduje się również pałac, powstały w wyniku XVIII-wiecznej przebudowy dworu z połowy XVII wieku.",Pałac w Kietlinie,Q19401133
K01.20.20 - Dwory szlacheckie,Wilków Wielki,Polska,dolnośląskie,dzierżoniowski,Niemcza,58-230,"dolnośląskie, dzierżoniowski, Niemcza, Wilków Wielki 37c",,,,,,
K01.20.30 - Dwory inne,Jastrzębia,Polska,dolnośląskie,górowski,Góra,56-200,"dolnośląskie, górowski, Góra, Jastrzębia 2",,,,,,
K01.30.10 - Zamki,Milicz,Polska,dolnośląskie,milicki,Milicz,56-300,"dolnośląskie, milicki, Milicz, Milicz, Kasztelańska 1A",bad,full,good,"ruiny zamku z XIII wieku
zamek miał w swojej historii wielu właścicieli i wielokrotnie był przebudowywany i rozbudowywany
do czasów dzisiejszych zachowały się fragmenty murów i fosy otaczającej zamek",pl: Zamek w Miliczu,Q19788858
K01.20.30 - Dwory inne,Nowy Śleszów,Polska,dolnośląskie,wrocławski,Żórawina,55-020,"dolnośląskie, wrocławski, Żórawina, Nowy Śleszów 2",,,,,,
K01.20.30 - Dwory inne,Komalwy,Polska,warmińsko-mazurskie,olsztyński,Świątki,11-008,"warmińsko-mazurskie, olsztyński, Świątki, Komalwy 5",,,,,,
K01.20.30 - Dwory inne,Romankowo,Polska,warmińsko-mazurskie,bartoszycki,Sępopol,11-210,"warmińsko-mazurskie, bartoszycki, Sępopol, Romankowo 21a",,,,,,
K01.20.30 - Dwory inne,Dwór Rzeczna,Polska,warmińsko-mazurskie,elbląski,Pasłęk,14-400,"warmińsko-mazurskie, elbląski, Pasłęk, Rzeczna 1",,,,,,
K01.30.10 - Zamki,Zamek Jeziorany,Polska,warmińsko-mazurskie,olsztyński,Jeziorany,11-320,"warmińsko-mazurskie, olsztyński, Jeziorany, Jeziorany, Plac Zamkowy 5",n/a,partial,good,Zamek w Jezioranach zbudowany w stylu gotyckim. Zachowały się fragmenty muru i wieży narożnej. Obecnie siedziba Urzędu Miejskiego,pl:Zamek w Jezioranach,Q9386649
K01.20.30 - Dwory inne,Budy,Polska,warmińsko-mazurskie,szczycieński,Dźwierzuty,12-120,"warmińsko-mazurskie, szczycieński, Dźwierzuty, Budy 4",,,,,,
K01.20.30 - Dwory inne,Grodziska,Polska,warmińsko-mazurskie,szczycieński,Dźwierzuty,12-120,"warmińsko-mazurskie, szczycieński, Dźwierzuty, Grodziska 1",,,,,,
K01.20.30 - Dwory inne,Dwór Samin,Polska,warmińsko-mazurskie,ostródzki,Dąbrówno,14-120,"warmińsko-mazurskie, ostródzki, Dąbrówno, Samin 61",good,limited,good,"dwór w dobrym stanie,obecnie jest to budynek mieszklany",,
K01.20.30 - Dwory inne,Ruina dworu w Świętochowie,Polska,warmińsko-mazurskie,braniewski,Braniewo,14-500,"warmińsko-mazurskie, braniewski, Braniewo, Świętochowo 34",,,,,,
K01.20.30 - Dwory inne,Podleśne,Polska,warmińsko-mazurskie,braniewski,Braniewo,14-500,"warmińsko-mazurskie, braniewski, Braniewo, Podleśne 6",,,,,,
K01.20.30 - Dwory inne,Głodówko,Polska,warmińsko-mazurskie,ostródzki,Miłakowo,14-310,"warmińsko-mazurskie, ostródzki, Miłakowo, Głodówko 7",,,,,,
K01.20.30 - Dwory inne,Modgarby,Polska,warmińsko-mazurskie,kętrzyński,Barciany,11-410,"warmińsko-mazurskie, kętrzyński, Barciany, Modgarby 22",,,,,,
K01.20.30 - Dwory inne,Kierzbuń,Polska,warmińsko-mazurskie,olsztyński,Barczewo,11-010,"warmińsko-mazurskie, olsztyński, Barczewo, Kierzbuń 6",,,,,,
K01.20.30 - Dwory inne,Dwór w Gnatowie,Polska,warmińsko-mazurskie,kętrzyński,Kętrzyn,11-400,"warmińsko-mazurskie, kętrzyński, Kętrzyn, Gnatowo 1",,,,,,
K01.20.30 - Dwory inne,Filipówka,Polska,warmińsko-mazurskie,kętrzyński,Kętrzyn,11-400,"warmińsko-mazurskie, kętrzyński, Kętrzyn, Filipówka 10",,,,,,
K01.20.30 - Dwory inne,Troszczykowo,Polska,warmińsko-mazurskie,mrągowski,Mrągowo,11-700,"warmińsko-mazurskie, mrągowski, Mrągowo, Troszczykowo 1",,,,,,
K01.20.30 - Dwory inne,Stary Olsztyn,Polska,warmińsko-mazurskie,olsztyński,Purda,11-030,"warmińsko-mazurskie, olsztyński, Purda, Stary Olsztyn 1",,,,,,
K01.20.20 - Dwory szlacheckie,Dwór w Kurzętniku,Polska,warmińsko-mazurskie,nowomiejski,Kurzętnik,13-306,"warmińsko-mazurskie, nowomiejski, Kurzętnik, Kurzętnik, Parkowa 8",,,,,,
K01.20.30 - Dwory inne,Karpowo,Polska,warmińsko-mazurskie,iławski,Zalewo,14-230,"warmińsko-mazurskie, iławski, Zalewo, Karpowo 23",,,,,,
K01.20.30 - Dwory inne,Rucewo,Polska,warmińsko-mazurskie,iławski,Zalewo,14-230,"warmińsko-mazurskie, iławski, Zalewo, Rucewo 4",,,,,,
K01.20.30 - Dwory inne,Rąbity,Polska,warmińsko-mazurskie,iławski,Zalewo,14-230,"warmińsko-mazurskie, iławski, Zalewo, Rąbity 1",,,,,,
K01.20.30 - Dwory inne,Żydy-Mściszewo,Polska,warmińsko-mazurskie,olecki,Kowale Oleckie,19-420,"warmińsko-mazurskie, olecki, Kowale Oleckie, Żydy 16",fair,limited,fair,"Dwór z początku XX wieku, wzniesiony na planie prostokąta.",,
