fid,@id,wkt,x_wgs84,y_wgs84,historic,name,building,addr:housenumber,addr:postcode,castle_type,source:addr,addr:city:simc,addr:place,addr:city,wikidata,source,addr:street,heritage,wikipedia,tourism,heritage:operator,ref:nid,building:levels,start_date,url,description,website,ruins,access,addr:street:sym_ul,image,source:geometry,source:building,name:de,wikimedia_commons,historic:civilization,phone,name:pl,type,alt_name,ref:ckkp,nid:inscription_date,email,name:en,old_name,amenity,roof:shape,addr:country,heritage:website,opening_hours,operator,roof:colour,ref:inspire,roof:levels,building:colour,building:fireproof,building:material,note,barrier,wheelchair,fee,check_date,wikipedia:pl,roof:material,height,mapillary,contact:phone,material,nid:website,addr:housename,building:architecture,name:ru,architect,building:levels:underground,contact:website,contact:email,name:uk,internet_access,layer,loc_name,name:fr,official_name,contact:facebook,name:cs,short_name,name:be,old_name:de,government,man_made,name:es,abandoned,office,social_facility,stars,alt_name:de,alt_name:pl,ele,fixme,name:hu,nid:ref,religion,source_ref,tower:type,building:use,denomination,heritage:since,museum,name:eo,name:zh,ref,toilets:wheelchair,admin_level,area,charge,cuisine,inscription,internet_access:fee,name:it,name:pt,roof:orientation,social_facility:for,year_of_construction
2511,way/839266411,POINT (17.413218279447307 54.103173350000006),17.413218279447307,54.103173350000006,manor,Zagroda Styp-Rekowskich,yes,32,77-131,,,,Płotowo,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,way/839908594,POINT (17.796596886173184 54.7456706),17.796596886173184,54.7456706,castle,Pałac Ciekocinko,yes,25,84-210,palace,gugik.gov.pl,0160241,,Ciekocinko,,,Kasztanowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,way/841068568,POINT (21.684624933861883 49.5568784),21.684624933861883,49.5568784,manor,,,,,,,,,,,,,,,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,way/841260816,POINT (19.571627727919683 50.89026745),19.571627727919683,50.89026745,manor,Dwór w Cielętnikach,hotel,10,42-265,,dabrowazielona.e-mapa.net,0130808,,Cielętniki,,,Ogrodowa,2,,,nid,A/189/78,2,,,,,,,14834,,EGiB,BDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,way/841684282,POINT (19.66056475470421 50.69349565),19.66056475470421,50.69349565,castle,Pałac w Białej Wielkiej,yes,29,42-235,manor,gugik.gov.pl,0137288,,Biała Wielka,Q24945645,,Walentego Zwierkowskiego,2,,,nid,,,,,,,yes,,56705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pałac w Białej Wielkiej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,way/841764303,POINT (19.3905318886501 50.7470454),19.3905318886501,50.7470454,manor,Pałac Krasińskich,yes,1A,42-253,,janowczestochowski.e-mapa.net,0133221,Czepurka,,,www.geoportal.gov.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,way/842671518,POINT (19.641644757572365 50.6671731),19.641644757572365,50.6671731,manor,Dwór w Turzynie,yes,70,42-235,,lelow.e-mapa.net,0137704,Turzyn,,Q24946497,www.geoportal.gov.pl,,2,pl:Dwór w Turzynie,,nid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,way/843127779,POINT (19.531003663628802 50.92922775),19.531003663628802,50.92922775,manor,Dwór w Ciężkowicach,yes,,97-540,,,,,Ciężkowice,,zamkilodzkie.pl,,,,attraction,,,2,,http://www.zamkilodzkie.pl/pliki/ciezkowice.htm,Dwór w Ciężkowicach wzniesiony na przełomie XIX i XX wieku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,way/843477472,POINT (19.70371561161243 51.01072205),19.70371561161243,51.01072205,manor,Dwór w Odrowążu,house,,,,,,,,,zamkilodzkie.pl,,,,attraction,,,1,1851,http://www.zamkilodzkie.pl/pliki/odrowaz.htm,Dwór w Odrowążu wzniesiony w XIX wieku,,,private,,,EGiB,BDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,way/844158790,POINT (18.5800197912534 50.8015096),18.5800197912534,50.8015096,castle,Pałac w Sierakowie Śląskim,yes,4,42-793,,UG Ciasna,,,Sieraków Śląski,,www.geoportal.gov.pl,Aleja Parkowa,2,,,nid,A/462/89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,way/845738985,POINT (18.98317623725022 51.2375995),18.98317623725022,51.2375995,manor,Dwór w Kiełczygłowie,yes,13,98-358,,emuia.gugik.gov.pl,0704110,,Kiełczygłów,,www.geoportal.gov.pl,Księdza Józefa Jansona,2,,,nid,A/71 z 2008-12-23,,Pierwsza połowa XIX w.,,,,,private,,,,,,File:Dwór w miejscowości Kiełczygłów.jpg,,,,,,,,,,,,,,,,,,PL.1.9.ZIPOZ.NID_N_10_BK.129621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,way/846016575,POINT (19.623715688312608 51.036908600000004),19.623715688312608,51.036908600000004,manor,Ruiny dworu w Kobielach Wielkich,ruins,,,,,,,,,zamkilodzkie.pl,,,,attraction,,,,,http://www.zamkilodzkie.pl/pliki/kobiele_wielkie.htm,Dwór w Kobielach Wielkich wzniesiony w XIX wieku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,way/847922300,POINT (19.832339156720927 51.061021600000004),19.832339156720927,51.061021600000004,manor,Dwór w Sokolej Górze,apartments,51A,97-525,,wielgomlyny.e-mapa.net,0555057,Sokola Góra,,,zamkilodzkie.pl,,,,attraction,,,2,,http://www.zamkilodzkie.pl/pliki/sokola_gora.htm,Dwór w Sokolej Górze wzniesiony w XIX wieku,,,,,,EGiB,BDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,way/847977375,POINT (19.417869520924924 51.429169599999994),19.417869520924924,51.429169599999994,manor,Dwór w Bukowiu Dolnym,yes,,,,,,,,,www.geoportal.gov.pl;zamkilodzkie.pl,,,,,,,,,http://www.zamkilodzkie.pl/pliki/bukowie_dolne.htm,Dwór w Bukowiu Dolnym wzniesiony w XIX wieku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,way/848317244,POINT (19.58074688679877 51.270612099999994),19.58074688679877,51.270612099999994,manor,,yes,,,,,,,,,www.geoportal.gov.pl,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,way/848431572,POINT (18.924846210747884 51.49362015),18.924846210747884,51.49362015,manor,Dworek w Kalinowej gmina Zapolice,residential,,,,,,,,,,,,,,,,1,~1820,,,https://zabytek.pl/pl/obiekty/g-280167,,private,,,,EGiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,way/850401621,POINT (18.666891225642775 51.64893205),18.666891225642775,51.64893205,castle,Pałac w Biskupicach,yes,,,palace,,,,,Q30095963,zamkilodzkie.pl,,,,attraction,,,,,http://www.zamkilodzkie.pl/pliki/biskupice.htm,Pałac w Biskupicach wzniesiony w XX wieku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,way/850795904,POINT (20.47992797910456 51.44993195),20.47992797910456,51.44993195,manor,Dworek Szaniawskich,yes,,,,,,,,,www.geoportal.gov.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,way/853052646,POINT (20.322844008241596 52.17191845),20.322844008241596,52.17191845,manor,Dwór w Skotnikach,yes,1,96-516,,teresin.e-mapa.net,0739053,Skotniki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,way/853053511,POINT (20.3399448060565 52.2068608),20.3399448060565,52.2068608,manor,Pałac Burskich,yes,47/1,96-500,,teresin.e-mapa.net,0738875,Nowa Piasecznica,,,www.geoportal.gov.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,way/853053881,POINT (20.36702079663585 52.1616356),20.36702079663585,52.1616356,manor,Dwór w Szymanowie,yes,26,96-516,,teresin.e-mapa.net,0739099,,Szymanów,,www.geoportal.gov.pl,Szkolna,,,,,,,,,,,,private,21970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,way/855256739,POINT (21.015165704960317 52.24301855),21.015165704960317,52.24301855,castle,Pałac Prezydencki,palace,46/48,00-325,palace,gugik.gov.pl,0918123,,Warszawa,Q608932,,Krakowskie Przedmieście,2,pl:Pałac Prezydencki w Warszawie,,nid,247,4,,,,,,permissive,,,,,Präsidentenpalast,,,,Pałac Prezydencki,,"Pałac Koniecpolskich (Radziwiłłów, Namiestnikowski)",,,,Presidential Palace,,,double_saltbox,,,Mo-Fr 9:00-15:00,,"#003300",,,white,,,,,yes,no,,,,,,,,,,,Президентский дворец,,,,,Президентський палац,,,,Palais Présidentiel,Pałac Prezydenta Rzeczypospolitej Polskiej,,Prezidentský Palác,,Прэзідэнцкі Палац,,presidency,,Palacio Presidencial,,government,,,,"Pałac Koniecpolskich (Radziwiłłów, Namiestnikowski)",,,,,,,,,,,,Prezidenta Palaco,总统府,,,,,,,,,Palazzo presidenziale,Palácio Presidencial,,,
2533,way/856756427,POINT (19.812277862616142 52.27445765),19.812277862616142,52.27445765,manor,Dwór w Woli Stępowskiej,yes,30,99-412,,kiernozia.e-mapa.net,0567244,Wola Stępowska,,,www.geoportal.gov.pl,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,way/857343501,POINT (20.678318765530307 49.679082949999994),20.678318765530307,49.679082949999994,manor,,yes,1,33-311,,,,Dąbrowa,,,,,yes,,,,,,,,Zabytkowy dwór XIX wieku.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,way/858425462,POINT (18.60307189958436 54.00023695),18.60307189958436,54.00023695,castle,,yes,24,83-200,palace,starogardgdanski.e-mapa.net,,,Szpęgawsk,,,Kasztanowa,,,,,,2,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,way/863074857,POINT (17.837120755787716 53.208962099999994),17.837120755787716,53.208962099999994,castle,Fundacja Potulicka,yes,,,stately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,way/864647588,POINT (20.985056 52.7562134),20.985056,52.7562134,manor,,yes,54,,,gzy.e-mapa.net,0116151,Pękowo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,way/865870719,POINT (20.761842622074468 52.7491179),20.761842622074468,52.7491179,manor,Dworek modrzewiowy w Koźniewie Wielkim,yes,59,06-440,,sonsk.e-mapa.net,,Koźniewo Wielkie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,way/865878030,POINT (21.999516292800728 52.2349118),21.999516292800728,52.2349118,manor,Dwór Onufrego Krzywińskiego,yes,18,07-110,,,,Gałki,,,www.geoportal.gov.pl,,,,,,,,1876,,,,,permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,way/865890488,POINT (22.002559278866954 52.2539987),22.002559278866954,52.2539987,manor,Dworek miejski z Siedlec,yes,,,,,,,,,www.geoportal.gov.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,way/865925715,POINT (22.290879116233384 52.107893700000005),22.290879116233384,52.107893700000005,manor,Dwór Mościbrody,yes,,,,,,,,,www.geoportal.gov.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,way/865951189,POINT (22.142262860316595 52.17043205),22.142262860316595,52.17043205,manor,,yes,,,,,,,,,,,,,,,,,,,,,,,,,www.geoportal.gov.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,way/865966203,POINT (22.19433402721407 52.1943969),22.19433402721407,52.1943969,manor,Dwór w Ostrówku,yes,6,08-103,,gugik.gov.pl,0686718,Ostrówek,,,,,,,,,,,,,,,,,,,www.geoportal.gov.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,way/868540548,POINT (15.562822494886355 51.8600653),15.562822494886355,51.8600653,castle,Pałac Unruhów,yes,,,palace,,,,,Q11815060,,,,pl:Pałac w Zatoniu,,,1787,,,http://tropografie.blogspot.com/2016/04/wosci-ksieznej-de-talleyrand-perigord.html,,https://visitzielonagora.pl/park-zatonie/?fbclid=IwAR0xQxKtYvrFrPLubqex4QjD5pUERK_w5GhJKTnPf1x-oPkvoNvJel-eyKU,stately_manor,,,https://photos.app.goo.gl/hoXauxKxZzYUWsFT9,,,,,,+48 780 576 841,,,,,,parkzatonie@visitzielonagora.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/parkzatonie?locale=pl_PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689
2545,way/869890059,POINT (20.04074423222978 49.97432555),20.04074423222978,49.97432555,manor,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,way/870551950,POINT (21.992772875 51.569216850000004),21.992772875,51.569216850000004,manor,Dworek Kossaków,yes,,,,,,,,,www.geoportal.gov.pl,,,,attraction,,,,,,,,,,,,,,,"File:Dworek w Kośminie, później szkoła.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,way/870734115,POINT (20.79259757117766 52.82794265),20.79259757117766,52.82794265,manor,,yes,7,06-420,,emuia.gugik.gov.pl,,Morawka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,way/871828646,POINT (20.75895555 52.87950925),20.75895555,52.87950925,manor,,yes,3F,,,opinogoragorna.e-mapa.net,0121672,Pałuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,way/871852595,POINT (15.535758867856043 52.25081635),15.535758867856043,52.25081635,castle,Zamek Joannitów,castle,,,,,,,,,,,2,,attraction,nid,257 z 6.04.1961,,,"https://polska-org.pl/7397275,Swiebodzin,Zamek_Swiebodzin.html",,https://zabytek.pl/pl/obiekty/g-279792,yes,,,https://photos.app.goo.gl/Ky3mZ7RoBM1PNsPJ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306293777830496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,way/872734488,POINT (14.757284046262162 51.59628065),14.757284046262162,51.59628065,castle,Ruiny Wieży Rycerskiej,ruins,,,defensive,,,,,,,,yes,,,,,,,"https://polska-org.pl/5510287,Zarki_Wielkie,Wieza_rycerska_zamek_Zarki_Wielkie.html",,,yes,permit,,,,,,,medieval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,way/874108257,POINT (14.923083692403647 51.82687425),14.923083692403647,51.82687425,castle,Ruiny Pałacu w Osieku,yes,,,palace,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,way/874150420,POINT (15.980556299369074 51.67408305),15.980556299369074,51.67408305,manor,Pałac w Żukowicach,yes,,,,,,,,,,,,,,,,,,https://youtu.be/2-kZfP71wO4?t=120,"https://polska-org.pl/545570,Zukowice,Palac_w_Zukowicach_Dolnych.html",,,,,https://photos.app.goo.gl/ZVmzqxJtgCpuhb5y7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,way/875432076,POINT (19.628163478394818 50.134684899999996),19.628163478394818,50.134684899999996,castle,Stary Pałac Potockich w Krzeszowicach,office,4,32-065,palace,gugik.gov.pl,,,Krzeszowice,Q9344335,,Ogrodowa,2,pl:Stary Pałac Potockich w Krzeszowicach,,nid,A-433,,early C19..mid C19,,,,,,,,,EGiB,,Category:Old Potocki Palace in Krzeszowice,,,,,,,1976-07-23,,,,,,,https://zabytek.pl/pl/obiekty/krzeszowice-stary-palac-lubomirskich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,way/879043983,POINT (18.8980581 53.15634135),18.8980581,53.15634135,castle,Pozostałość po gdanisku zamkowym,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,way/879369113,POINT (17.57242419907259 52.09618675),17.57242419907259,52.09618675,manor,,yes,,,,,,,,,www.geoportal.gov.pl,,2,,,nid,567 z dn. 12-05-1954,,early C19..mid C19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,way/880950735,POINT (19.552433463243638 52.76465655),19.552433463243638,52.76465655,manor,Dawny dwór Szmakfefer-Prądzyńskich,house,,,,,,,,,www.geoportal.gov.pl,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,way/881095617,POINT (19.150614543967514 53.0050284),19.150614543967514,53.0050284,manor,Pałac Antoniego Sumińskiego,yes,,,stately,,,,,,www.geoportal.gov.pl,,,,,,,,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,way/881675646,POINT (19.65273429791477 51.93024735),19.65273429791477,51.93024735,castle,Pałac w Bratoszewicach,yes,,,palace,,,,,Q30097109,zamkilodzkie.pl,,,pl:Pałac w Bratoszewicach,attraction,,,,,http://www.zamkilodzkie.pl/pliki/bratoszewice.htm,Pałac w Bratoszewicach wzniesiony w XX wieku,,,,,,,,,Category:Bratoszewice Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,way/882345351,POINT (20.568309765954446 52.7935199),20.568309765954446,52.7935199,manor,,yes,47,06-456,,ojrzen.e-mapa.net,,Kraszewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,way/883426633,POINT (19.474874096132762 52.58239695),19.474874096132762,52.58239695,castle,Pałacyk Myśliwski z XIX w.,yes,4,,stately,nowyduninow.e-mapa.net,0572156,,Nowy Duninów,,www.geoportal.gov.pl,Pałacowa,,,,,,,,,,,,,15590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,way/883427010,POINT (19.47682759260391 52.5824395),19.47682759260391,52.5824395,castle,Zameczek neogotycki z 1846 r.,yes,2,,,nowyduninow.e-mapa.net,0572156,,Nowy Duninów,,www.geoportal.gov.pl,Pałacowa,,,,,,,,,,,,private,15590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,way/883891354,POINT (19.536168351922402 52.32367865),19.536168351922402,52.32367865,manor,,yes,,,,,,,,,www.geoportal.gov.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,way/883903892,POINT (19.480864165650885 52.2543776),19.480864165650885,52.2543776,manor,Dwór w Mnichu,yes,,,,,,,,,www.geoportal.gov.pl,,,,attraction,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,way/887663790,POINT (20.194397164330923 52.2387857),20.194397164330923,52.2387857,manor,Dwór w Kątach,yes,4,96-500,,sochaczew.e-mapa.net,0738378,Kąty,,,www.geoportal.gov.pl,,,,,,,,,http://www.polskiezabytki.pl/m/obiekt/3412/Katy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,way/888202719,POINT (17.161678327217395 51.859923050000006),17.161678327217395,51.859923050000006,castle,,yes,1,63-820,stately,piaski.e-mapa.net,0374730,Szelejewo Drugie,,,www.geoportal.gov.pl,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,way/888379099,POINT (21.576858284633133 52.0435151),21.576858284633133,52.0435151,manor,,house,34,05-340,,kolbiel.e-mapa.net,0674862,Radachówka,,,www.geoportal.gov.pl,,,,,,,2,,,Drewniany Dworek Szlenkierów,,,,,,,BDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,way/888856428,POINT (22.2895478127814 51.23603315),22.2895478127814,51.23603315,castle,Dwór Świeżawskich,residential,104,24-204,stately,,,Palikije Drugie,,,www.geoportal.gov.pl,,,,,,,,,,,https://cgdqz5.webwave.dev/,,,,,,,,,,,,,,,,,,,library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,way/888882761,POINT (14.42085135 52.8547087),14.42085135,52.8547087,castle,Ruiny pałacu w Gądnie,yes,,,palace,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,way/888966799,POINT (22.846228935525414 50.995261150000005),22.846228935525414,50.995261150000005,manor,,yes,,,,,,,,,www.geoportal.gov.pl;https://zabytek.pl/pl/obiekty/g-241677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
